"08:00","","09:00","","","Coffee/ Breakfast","",""
"09:00","","09:05","","","Kickoff","",""
"09:05","","09:35","Lightning","","Stephen Bronder","Integrating Forecasting and Machine Learning in the mlr Framework","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/StephenBronder.pdf"
"","","","Lightning","","Leopoldo Catania","Generalized Autoregressive Score Models in RThe GAS Package","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/LeopoldoCatania.pdf"
"","","","Lightning","","Guanhao Feng","Regularizing Bayesian Predictive Regressions","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/GuanhaoFeng-1.pdf"
"","","","Lightning","","Jonas Rende","partialCIAn R package for the analysis of partially cointegrated time series","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/JonasRende.pdf"
"","","","Lightning","","Carson Sievert","Interactive visualization for multiple time series","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/CarsonSievert.pdf"
"09:35","","09:55","Talk","","Emanuele Guidotti","yuimaGUIA graphical user interface for the yuima package","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/EmanueleGuidotti.pptx"
"09:55","","10:15","Talk","","Daniel Kowal","A Bayesian Multivariate Functional Dynamic Linear Model","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/DanielKowal.pdf"
"10:15","","10:45","","","Break","",""
"10:45","","11:05","Talk","","Jason Foster","Scenario Analysis of Risk Parity using RcppParallel","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/JasonFoster.pdf"
"11:05","","11:35","Lightning","","Michael Weylandt","Convex Optimization for High-Dimensional Portfolio Construction","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/MichaelWeylandt.pdf"
"","","","Lightning","","Lukas Elmiger","Risk Parity Under Parameter Uncertainty","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/LukasElmiger.pdf"
"","","","Lightning","","Ilya Kipnis","Global Adaptive Asset Allocation, and the Possible End of Momentum","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/IlyaKipnis.pptx"
"","","","Lightning","","Vyacheslav Arbuzov","Dividend strategytowards the efficient market","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/VyacheslavArbuzov.pdf"
"","","","Lightning","","Nabil Bouamara","The Alpha and Beta of Equity Hedge UCITS Funds - Implications for Momentum Investing","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/NabilBoumara.pdf"
"11:35","","12:15","Keynote","","Dave DeMers","Risk Fast and Slow","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/DaveDeMers.pdf"
"12:15","","13:35","","","Lunch","",""
"13:35","","13:55","Talk","","Matthew Dixon","MLEMVDA R Package for Maximum Likelihood Estimation of Multivariate Diffusion Models","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/MatthewDixon.pdf"
"13:55","","14:15","Talk","","Jonathan Regenstein","Reproducible Finance with RA Global ETF Map","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/JonathonRegenstein.html"
"14:15","","14:35","Talk","","David Ardia","Markov-Switching GARCH Models in RThe MSGARCH Package","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/DavidArdia.pdf"
"14:35","","14:55","Talk","","Keven Bluteau","Forecasting Performance of Markov-Switching GARCH ModelsA Large-Scale Empirical Study","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/KevenBluteau.pdf"
"14:55","","15:07","Lightning","","Riccardo Porreca","Efficient, Consistent and Flexible Credit Default Simulation","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/RiccardoPorreca.pdf"
"","","","Lightning","","Maisa Aniceto","Machine Learning and the Analysis of Consumer Lending","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/MaisaAniceto.pdf"
"15:07","","15:27","Talk","","David Smith","Detecting Fraud at 1 Million Transactions per Second","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/DavidSmith.pptx"
"15:27","","15:50","","","Break","",""
"15:50","","16:10","Talk","","Thomas Harte","The PE packageModeling private equity in the 21st century","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/ThomasHarte.pdf"
"16:10","","16:30","Talk","","Guanhao Feng","The Market for English Premier League (EPL) Odds","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/GuanhaoFeng-2.pdf"
"16:30","","16:50","Talk","","Bryan Lewis","Project and conquer","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2017/talk/BryanLewis.html"
"16:50","","17:00","","","Prizes and Feedback","",""
"17:00","","17:05","","","Conclusion","",""
"17:05","","17:15","","","Transition to Jak's","",""
"17:15","","21:15","","","Post-conference Drinks at Jak's Tap","",""
