"08:00","","09:00","","","Coffee / Breakfast","",""
"09:00","","09:05","","","Kickoff","",""
"09:05","","09:24","Lightning","","Christian Silva","Understanding moving averages strategies with the help of toy models using R","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2013/talk/ChristianSilva.pdf"
"","","","Lightning","","Vyacheslav Arbuzov","Modeling and analysis of financial crashes using empirical market  microstructure with parallel computations in R","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2013/talk/VyacheslavArbuzov.pdf"
"","","","Lightning","","Stephen Rush","The Bond Coupon's Impact on Liquidity","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2013/talk/StephenRush.pdf"
"09:24","","09:44","Talk","","Azzarello/Putnam","A Bayesian interpretation of the Federal Reserve's dual mandate and the Taylor Rule","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2013/talk/Azzarello+Putnam.pdf"
"09:44","","10:04","Talk","","Grant Cavanaugh","Using Markov Models in R to Understand the Lifecycle of Exchange-traded Derivatives","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2013/talk/GrantCavanaugh.pdf"
"10:04","","10:40","","","Break","",""
"10:40","","11:00","Talk","","Jiahan Li","Efficient 'Kitchen-Sink' Forecasts for Exchange Rates","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2013/talk/JiahanLi.pdf"
"11:00","","11:20","Talk","","Thomas Harte","Pricing FX ForwardsTricks of the Trade","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2013/talk/ThomasHarte.pdf"
"11:20","","12:10","Keynote","","Sanjiv Das","R in Academic FinanceFrom Theory to Practice (with Applications","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2013/talk/SanjivDas.pptx"
"12:10","","13:20","","","Lunch","",""
"13:20","","13:40","Talk","","Dirk Eddelbuettel","RcppArmadilloAccelerating R with High-Performance C++ Linear Algebra","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2013/talk/DirkEddelbuettel.pdf"
"13:40","","14:00","Talk","","Klaus Spanderen","R/QuantLib Integration","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2013/talk/KlausSpanderen.pdf"
"14:00","","14:20","Talk","","Bryan Lewis","The scidb packagean R interface to SciDB","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2013/talk/BryanLewis.pdf"
"14:20","","14:40","Lightning","","Matthew Dowle","Introduction to data.table","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2013/talk/MatthewDowle.pdf"
"","","","Lightning","","Chris Blakely","Realizing the Future with C, Java, and RA Multi-Language High-Frequency Volatility Modeling Environment","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2013/talk/ChrisBlakely.pdf"
"","","","Lightning","","Mathieu Lestel","Ex post risk analysisHow the GSoC contributed to PerformanceAnalytics","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2013/talk/MathieuLestel.pdf"
"14:40","","15:10","","","Break","",""
"15:10","","16:00","Keynote","","Attilio Meucci","Advanced Risk and Portfolio Management - A Visual Introduction",""
"16:00","","16:06","Lightning","","Brian Peterson","Implementing Meucci's Work in R","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2013/talk/BrianPeterson.pdf"
"16:06","","16:26","Talk","","Thomas Hanson","The Impact of Computational Error on the Volatility Smile","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2013/talk/Chance+Hanson+etal.pdf"
"16:26","","16:38","Lightning","","Kam Hamidieh","Recovering Risk Neutral Density from Traded Options Using R","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2013/talk/KamHamidieh.pdf"
"","","","Lightning","","Jeffrey Ryan","Options Trading with RAn Introduction to the greeks Package","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2013/talk/JeffRyan.pdf"
"16:38","","16:40","","","Feedback Forms","",""
"16:40","","16:45","","","Paper Awards","",""
"16:45","","16:50","","","Conclusion","",""
"16:50","","17:00","","","Transition to Jak's","",""
"17:00","","","","","Post-conference Drinks at Jak's Tap","",""
