"08:00","","09:00","","","Continental Breakfast","",""
"09:00","","09:30","Lightning","","Rowe","A Beautiful ParadigmFunctional Programming in Finance","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/BrianRowe.pdf"
"","","","Lightning","","Ryan","High Performance Time Series in Rxtime, xts, and indexing","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/JeffRyan.pdf"
"","","","Lightning","","Peterson","Building and Testing Quantitative Strategy Models in R","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/BrianPeterson.pdf"
"09:30","","09:50","Talk","","Zivot","Factor Risk and Performance Attribution","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/EricZivot.pptx"
"09:50","","10:10","Talk","","Gramacy","Shrinkage Regression for Multivariate Inference with missing data","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/RobertGramacy.pdf"
"10:10","","10:30","","","Break","",""
"10:30","","10:50","Talk","","Martin","Tail Risk Budgeting versus Modern Portfolio Theory","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/DougMartin.pptx"
"10:50","","11:10","Talk","","Niemenmaa","Benchmarking Parallel Loops Without Data Dependency in R","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/MikoNiemenmaa.ppt"
"11:10","","12:00","Keynote","","Bollinger","Yesterday, Today and TomorrowA Trip Through Computational Finance","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/JohnBollinger.ppt"
"12:00","","13:30","","","Sponsor Lunch with presentations by Revolution, OneTick and RStudio","",""
"","","","Talk","","Yollin","Can you do better than cap-weighted equity benchmarks","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/GuyYollin.pdf"
"","","","Talk","","Belianina","Solutions from OneTick and R","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/MariaBelianina.pptx"
"","","","Talk","","Cheng","RStudio","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/JoeCheng.pdf"
"13:30","","14:00","Lightning","","Teetor","Better Hedge Ratios","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/PaulTeetor.pdf"
"","","","Lightning","","Ang","The Impact of Oil Prices on the Houston Housing Market and Economy","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/RachelAng.ppt"
"","","","Lightning","","Yadav","Modeling Low Default Credit Portfolios in R","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/Yadav+et+al.pdf"
"14:00","","14:20","Talk","","Wildi","Multivariate DFA",""
"14:20","","14:40","Talk","","Matteson","Independent Component Analysis via Distance Covariance","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/DavidMatteson.pdf"
"14:40","","15:00","","","Break","",""
"15:00","","15:50","Keynote","","Kates","R and proto","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/LouisKates.pptx"
"15:50","","16:10","Talk","","Vermes","Stochastic Volatility Models Massively Parallel in R","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/Vermes+Zhao.pdf"
"16:10","","16:30","Talk","","Pfaff","Interfacing NEOS from RThe rneos Package","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/BernhardPfaff.pdf"
"16:30","","17:00","Lightning","","Horner","RackA Web Server Interface for R","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/JeffHorner.pdf"
"","","","Lightning","","Haynold:","RserveCLIAn Rserve Client Implementation for CLI/.NET","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/OliverHaynold.pdf"
"","","","Lightning","","North","Repast Simphony","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/MichaelNorth.ppt"
"17:00","","17:15","","","Closing remarks","",""
