"08:00","","09:00","",""," Continental Breakfast","  ",""
"09:00","","09:30","Talk","","Buckner/Seligman","GPU computing with the gputools package","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2010/Buckner+Seligman.pdf"
"09:30","","10:00","Talk","","Guha","R and Hadoop Integrated Processing Environment","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2010/SaptarshiGuha.ppt"
"10:00","","10:30","Talk","","Theussl","Distributed Text Mining with tm","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2010/Theussl+Feinerer+Hornik.pdf"
"10:30","","11:00","","","  Break","  ",""
"11:00","","12:00","Keynote","","Pfaff","Risk Modeling with R","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2010/BernhardPfaff.pdf"
"12:00","","13:00","","","  Lunch","  ",""
"13:00","","13:30","Lightning","","Cornelissen","RTAQTools for Analysis of Trades and Quotes","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2010/Cornelissen+Boudt.pdf"
"","","","Lightning","","Grossman","Running R over CloudsWhy There are So Many Choices and Why They Matter ",""
"","","","Lightning","","Christou/Diez","Statistical Finance for Investors Unfamiliar with Quantitative Methods","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2010/Christou+Diez.pdf"
"13:30","","14:00","Talk","","Belianina","Data Management Challenges for Quantitative Research","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2010/MariaBelianina.pdf"
"14:00","","15:00","Keynote","","Wildi","Adapting the MDFA to `Financial Trading","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2010/MarkWildi.ppt"
"15:00","","15:30","",""," Break"," ",""
"15:30","","16:00","Talk","","Zivot","Simulation-based Estimation of Continuous Time Models","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2010/EricZivot.pdf"
"16:00","","16:30","Talk","","Eddelbuettel/Nguyen","RQuantLibInterfacing QuantLib from R","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2010/Eddelbuettel+Nguyen.pdf"
"16:30","","17:00","Lightning","","Ryan","Databasing without the DatabaseThe indexing package","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2010/JeffRyan.pdf"
"","","","Lightning","","Ulrich","Fast and Flexible Technical Analysis with TTR","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2010/JoshUlrich.pdf"
"","","","Lightning","","Koning","Thick Tails, Thin Tails, or Dependence","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2010/RuudKoning.pdf"
"","","","Lightning","","North","R and Repast Simphony","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2010/MichaelNorth.pdf"
"","","","","","Closing remarks"," ",""
